no,nim,kdjur,nmjur,nem,sks,status,ipk,kdsla,nmsla
5149,6.21E+11,21,TEKNIK SIPIL,45.1,94,0,2.84,33320066,"UPH College, Karawaci"
5150,1.21E+12,41,ILMU KOMUNIKASI,45.1,94,0,2.8,520017,"SMA Dian Harapan, Daan Mogot, Jakarta Barat"
5151,1.79E+12,61,SENI MUSIK,45.3,94,0,2.93,31714244,"SMA Pangudi Luhur, Kebayoran Baru"
5152,3.57E+11,12,AKUNTANSI,45.3,94,0,3.24,33320057,"SMA Bina Nusantara, Serpong"
5153,3.28E+11,11,MANAJEMEN,45.6,94,0,2.65,31743860,"SMA Kemurnian 2, Duri Kepa"
5154,3.55E+12,121,PSIKOLOGI,45.6,94,0,2.68,320019,"SMA Global Mandiri, Bogor"
5155,6.50E+11,22,ARSITEKTUR,45.7,94,0,3.11,33310003,"SMAN 6, Tangerang"
5156,3.28E+11,11,MANAJEMEN,46.45,94,0,2.67,31714244,"SMA Pangudi Luhur, Kebayoran Baru"
5157,1.79E+12,61,SENI MUSIK,46.7,94,0,3.06,21410004,"SMAN 6, Banjarmasin"
5158,3.57E+11,12,AKUNTANSI,46.8,94,0,2.87,31753886,"SMA Gandhi School, Pangandaran Ancol"
5159,1.50E+12,51,ILMU HUKUM,47.1,94,0,3.63,33320066,"UPH College, Karawaci"
5160,3.28E+11,11,MANAJEMEN,47.1,94,0,3.27,520017,"SMA Dian Harapan, Daan Mogot, Jakarta Barat"
5161,7.38E+11,25,DESAIN PRODUK,47.2,94,0,3.11,220002,"SMA Islam Al-Izhar, Pondok Labu"
5162,3.55E+12,121,PSIKOLOGI,48.05,94,0,2.72,33320007,"SMA Islam Al-Azhar, BSD Serpong"
5163,1.21E+12,41,ILMU KOMUNIKASI,48.1,94,0,2.9,33310003,"SMAN 6, Tangerang"
5164,3.28E+11,11,MANAJEMEN,48.5,94,0,2.81,31843006,"SMA Trinitas, Bandung"
5165,1.50E+12,51,ILMU HUKUM,48.9,94,0,3.31,31743861,"SMA Sang Timur, Kebon Jeruk"
5166,1.21E+12,41,ILMU KOMUNIKASI,49.2,94,0,2.7,31734384,"SMA St. Ursula 1, Pasar Baru"
5167,1.50E+12,51,ILMU HUKUM,49.3,94,0,2.87,820006,"SMA Insan Kamil, Bogor"
5168,1.27E+12,43,HUBUNGAN INTERNASIONAL,49.35,94,0,3.83,31840005,"SMA St. Laurensia , Tangerang"
5169,1.50E+12,51,ILMU HUKUM,49.4,94,0,3.4,38920001,"SMA Santo Yosef, Pangkal Pinang"
5170,1.21E+12,41,ILMU KOMUNIKASI,49.7,94,0,3.11,31416009,"SMA Kusuma Bangsa, Palembang"
5171,3.28E+11,11,MANAJEMEN,49.7,94,0,2.87,31871001,"SMA Mahatma Gandhi, Bali"
5172,3.28E+11,11,MANAJEMEN,50.2,94,0,3.02,31713902,"SMA Tirta Marta, Pondok Indah"
5173,3.28E+11,11,MANAJEMEN,50.25,94,0,2.77,31714275,"SMA PSKD 4, Kebayoran Baru"
5174,1.50E+12,51,ILMU HUKUM,50.3,94,0,3.59,31417001,"SMA St. Carolus, Bengkulu"
5175,1.50E+12,51,ILMU HUKUM,50.5,94,0,2,31418001,"SMA Xaverius, Tanjung Karang"
5176,1.21E+12,41,ILMU KOMUNIKASI,50.95,94,0,2.25,520026,"SMA CENTRAL SCHOOL, PURI INDAH"
5177,3.28E+11,11,MANAJEMEN,51.3,94,0,3.21,31734384,"SMA St. Ursula 1, Pasar Baru"
5178,6.80E+11,23,DESAIN KOMUNIKASI VISUAL,51.75,94,0,3.62,33320046,"SMA St. Patricia, Tangerang"
5179,1.50E+12,51,ILMU HUKUM,51.8,94,0,2.76,220002,"SMA Islam Al-Izhar, Pondok Labu"
5180,3.57E+11,12,AKUNTANSI,51.9,94,0,3.22,33320006,"SMA Perguruan Buddhi, Tangerang"
5181,6.80E+11,23,DESAIN KOMUNIKASI VISUAL,52.1,94,0,3.18,31418001,"SMA Xaverius, Tanjung Karang"
5182,3.28E+11,11,MANAJEMEN,53.1,94,0,2.59,31733863,"SMA Dwisaka, Pegan"
5183,1.27E+12,43,HUBUNGAN INTERNASIONAL,54,94,0,2.95,3510002,"SMAN 1, Cikarang, Bekasi"
5184,1.27E+12,43,HUBUNGAN INTERNASIONAL,55,94,0,2.59,320017,"SUN Homeschooling Community, Kalimalang"
5186,7.09E+11,24,DESAIN INTERIOR,35.95,95,0,3.35,33320066,"UPH College, Karawaci"
5187,6.21E+11,21,TEKNIK SIPIL,38.5,95,0,2.87,33320066,"UPH College, Karawaci"
5188,9.00E+12,314,PENDIDIKAN GURU SEKOLAH DASAR,38.6,95,0,3.49,33320018,"SMA BKKK Agape, Tangerang"
5189,3.57E+11,12,AKUNTANSI,40.4,95,0,2.82,31743824,"SMA Katolik Notre Dame, Kembangan"
5190,3.28E+11,11,MANAJEMEN,40.7,95,0,2.51,3920002,"SMA Krista Mitra, Semarang"
5191,1.27E+12,43,HUBUNGAN INTERNASIONAL,41,95,0,3.43,620020,"SMAK IPEKA, Pluit Jakarta Utara"
5192,6.50E+11,22,ARSITEKTUR,41.85,95,0,2.69,31840024,"SMA Stella Maris, BSD Serpong"
5193,1.79E+12,61,SENI MUSIK,43.05,95,0,2.23,31841006,"SMA Kesatuan, Bogor"
5194,3.28E+11,11,MANAJEMEN,43.2,95,0,2.68,31743819,"SMA Ipeka Puri, Kembangan Selatan"
5195,9.73E+11,33,TEKNIK INDUSTRI,43.8,95,0,2.85,31844003,"SMAK 1 BPK Penabur, Cirebon"
5196,3.28E+11,11,MANAJEMEN,43.8,95,0,2.38,33320004,"SMA Harapan Bangsa, Tangerang"
5197,1.50E+12,51,ILMU HUKUM,44,95,0,3.06,31714655,"SMA Don Bosco Seruni, Pondok Indah"
5198,3.28E+11,11,MANAJEMEN,44.8,95,0,3.02,31853006,"SMA Karang Turi, Semarang"
5199,1.27E+12,43,HUBUNGAN INTERNASIONAL,45,95,0,1.91,31714244,"SMA Pangudi Luhur, Kebayoran Baru"
5200,3.28E+11,11,MANAJEMEN,45.1,95,0,2.63,18520001,"SMA St. Yosef, Lahat"
5201,1.79E+12,61,SENI MUSIK,45.2,95,0,3.01,31714244,"SMA Pangudi Luhur, Kebayoran Baru"
5202,1.50E+12,51,ILMU HUKUM,45.2,95,0,2.49,33320052,"SMA Pramita, Tangerang"
5203,6.50E+11,22,ARSITEKTUR,45.5,95,0,2.87,220002,"SMA Islam Al-Izhar, Pondok Labu"
5204,1.27E+12,43,HUBUNGAN INTERNASIONAL,45.6,95,0,3.63,31744979,"SMA Providentia, Kebon  Jeruk"
5205,9.73E+11,33,TEKNIK INDUSTRI,45.8,95,0,2.62,31841004,"SMA Pelita Harapan, Sentul"
5206,3.28E+11,11,MANAJEMEN,46.9,95,0,3.18,31743819,"SMA Ipeka Puri, Kembangan Selatan"
5207,1.27E+12,43,HUBUNGAN INTERNASIONAL,47.5,95,0,2.89,31713857,"SMA Islam Al-Azhar 3, Kebayoran Baru"
5208,1.50E+12,51,ILMU HUKUM,47.5,95,0,3.17,31840010,"SMAN 2, Tangerang"
5209,7.38E+11,25,DESAIN PRODUK,47.8,95,0,2.74,31734361,"SMA PSKD 3, Kwini"
5210,3.55E+12,121,PSIKOLOGI,48,95,0,3.79,520017,"SMA Dian Harapan, Daan Mogot, Jakarta Barat"
5211,3.28E+11,11,MANAJEMEN,48.3,95,0,3.37,31753886,"SMA Gandhi School, Pangandaran Ancol"
5212,3.57E+11,12,AKUNTANSI,48.7,95,0,3.51,31724416,"SMA Don Bosco 2, Pulo Mas"
5213,3.28E+11,11,MANAJEMEN,48.7,95,0,3.49,31861004,"SMA St. Louis 1, Surabaya"
5214,1.59E+13,541,MANAJEMEN PERHOTELAN (D4),49.85,95,0,2.73,420017,"PKBM Ristek Nusantara, Cempaka Putih"
5215,3.57E+11,12,AKUNTANSI,50.2,95,0,3.01,4220001,"SMA Bruderan, Purwokerto"
5216,3.28E+11,11,MANAJEMEN,50.3,95,0,2.92,3520005,"SMA Yadika 9, Bekasi"
5217,3.55E+12,121,PSIKOLOGI,50.45,95,0,2.7,31840012,"SMA Islam Village, Tangerang"
5218,3.28E+11,11,MANAJEMEN,50.6,95,0,2.84,33310024,"SMAN 14, Tangerang"
5219,1.00E+12,34,TEKNOLOGI PANGAN,51,95,0,2.61,17920001,"SMA Xaverius, Lubuk Linggau , Sumatera Selatan"
5220,3.28E+11,11,MANAJEMEN,51,95,0,2.98,23410001,"SMAN 2, Bitung"
5221,9.73E+11,33,TEKNIK INDUSTRI,51.1,95,0,2.9,31841002,"SMA Regina Pacis, Bogor"
5222,3.28E+11,11,MANAJEMEN,51.2,95,0,3.22,31871001,"SMA Mahatma Gandhi, Bali"
5223,6.50E+11,22,ARSITEKTUR,51.7,95,0,2.64,31840006,"SMAK Penabur Gading Serpong, Tangerang"
5224,2.44E+12,83,SISTEM KOMPUTER,51.7,95,0,3.39,720006,"SMA Trimulia, Bandung"
5225,1.50E+12,51,ILMU HUKUM,51.8,95,0,2.85,31840009,"SMAN 1, Tangerang"
5226,6.21E+11,21,TEKNIK SIPIL,51.8,95,0,2.92,31861012,"SMA Petra 1, Surabaya"
5227,3.28E+11,11,MANAJEMEN,52.75,95,0,2.77,23620001,"SMA Katolik Aquino Amurang, Minahasa Selatan"
5228,1.27E+12,43,HUBUNGAN INTERNASIONAL,56,95,0,3.34,3920008,Terang Bangsa Christian High School
5231,1.50E+12,51,ILMU HUKUM,35.6,96,0,2.88,33320066,"UPH College, Karawaci"
5232,1.79E+12,61,SENI MUSIK,41.3,96,0,2.22,31841004,"SMA Pelita Harapan, Sentul"
5233,3.28E+11,11,MANAJEMEN,42.1,96,0,2.86,3920005,"SMA KRISTEN TRI TUNGGAL, SEMARANG"
5234,3.28E+11,11,MANAJEMEN,42.4,96,0,2.95,31754091,"SMA Tarakanita 2, Pluit"
5235,3.28E+11,11,MANAJEMEN,42.6,96,0,2.68,31743838,"SMA St. Kristoforus, Jelambar"
5236,3.28E+11,11,MANAJEMEN,42.6,96,0,3.13,33320066,"UPH College, Karawaci"
5237,3.55E+12,121,PSIKOLOGI,42.8,96,0,3.39,33320066,"UPH College, Karawaci"
5238,3.28E+11,11,MANAJEMEN,43.5,96,0,3.3,33320066,"UPH College, Karawaci"
5239,3.57E+11,12,AKUNTANSI,43.8,96,0,3.45,33320066,"UPH College, Karawaci"
5240,9.73E+11,33,TEKNIK INDUSTRI,44.05,96,0,2.59,31840005,"SMA St. Laurensia , Tangerang"
5241,1.00E+12,34,TEKNOLOGI PANGAN,44.2,96,0,2.56,31844001,"SMA St. Maria 1, Cirebon"
5242,6.80E+11,23,DESAIN KOMUNIKASI VISUAL,44.35,96,0,3.18,31840005,"SMA St. Laurensia , Tangerang"
5243,3.28E+11,11,MANAJEMEN,45.2,96,0,3.2,31753787,"SMA Jubele, Sunter Agung"
5244,3.28E+11,11,MANAJEMEN,45.2,96,0,2.89,31840002,"SMA Ora Et Labora, BSD Serpong"
5245,3.28E+11,11,MANAJEMEN,45.2,96,0,2.94,4220001,"SMA Bruderan, Purwokerto"
5246,2.41E+12,82,TEKNIK INFORMATIKA,45.3,96,0,2.84,18910002,SMK Negeri 1 TanjungPandan
5247,3.32E+12,113,BIOLOGI,45.4,96,0,3.39,31840020,"SMA Kanaan, Tangerang"
5248,3.28E+11,11,MANAJEMEN,45.4,96,0,3.13,31853003,"SMA Kolose Loyola, Semarang"
5249,3.57E+11,12,AKUNTANSI,45.5,96,0,3.22,33320066,"UPH College, Karawaci"
5250,3.28E+11,11,MANAJEMEN,46.45,96,0,2.67,31714244,"SMA Pangudi Luhur, Kebayoran Baru"
5251,1.27E+12,43,HUBUNGAN INTERNASIONAL,46.5,96,0,3.39,420027,"SMA Kristen Calvin, Jakarta Pusat"
5252,9.73E+11,33,TEKNIK INDUSTRI,46.6,96,0,2.48,31743819,"SMA Ipeka Puri, Kembangan Selatan"
5253,2.44E+12,83,SISTEM KOMPUTER,46.8,96,0,2.63,31853006,"SMA Karang Turi, Semarang"
5254,3.28E+11,11,MANAJEMEN,46.8,96,0,2.55,4220001,"SMA Bruderan, Purwokerto"
5255,3.28E+11,11,MANAJEMEN,47.3,96,0,2.78,31744042,"SMA Bhineka Tunggal Ika, Tambora"
5256,3.28E+11,11,MANAJEMEN,47.5,96,0,3.25,620029,"SMA Mahatma Gading, Jak-Ut"
5257,6.80E+11,23,DESAIN KOMUNIKASI VISUAL,47.6,96,0,3.24,31753885,"SMAK 5 BPK Penabur, Kelapa Gading"
5258,3.28E+11,11,MANAJEMEN,47.6,96,0,3.05,31840006,"SMAK Penabur Gading Serpong, Tangerang"
5259,3.57E+11,12,AKUNTANSI,47.6,96,0,3.53,33320066,"UPH College, Karawaci"
5260,3.55E+12,121,PSIKOLOGI,47.7,96,0,2.14,31753831,"SMA Cahaya Kudus, Pluit"
5261,6.50E+11,22,ARSITEKTUR,49,96,0,2.76,33320061,"SMA Pahoa, Gading Serpong"
5262,1.50E+12,51,ILMU HUKUM,49.8,96,0,3.03,31840002,"SMA Ora Et Labora, BSD Serpong"
5263,3.28E+11,11,MANAJEMEN,49.9,96,0,2.82,31743827,"SMA San Marino, Kalideres"
5264,1.00E+12,34,TEKNOLOGI PANGAN,50.1,96,0,3.66,1820003,"SMA Marsudirini, Bogor"
5265,1.50E+12,51,ILMU HUKUM,50.1,96,0,3,33320052,"SMA Pramita, Tangerang"
5266,1.50E+12,51,ILMU HUKUM,50.4,96,0,2.83,220012,Home Schooling Kak Seto
5267,3.28E+11,11,MANAJEMEN,50.5,96,0,3.18,31414001,"SMA St. Yoseph Antonius, Bangka"
5268,1.00E+12,34,TEKNOLOGI PANGAN,50.95,96,0,3.63,31743861,"SMA Sang Timur, Kebon Jeruk"
5269,1.50E+12,51,ILMU HUKUM,51.3,96,0,2.77,33320007,"SMA Islam Al-Azhar, BSD Serpong"
5270,3.57E+11,12,AKUNTANSI,51.6,96,0,2.8,31876001,"SMA Rex Mundi, Manado"
5271,3.55E+12,121,PSIKOLOGI,51.7,96,0,2.77,33310029,"SMAN 1, Pagedangan"
5272,1.27E+12,43,HUBUNGAN INTERNASIONAL,52.1,96,0,3.68,820023,"SMA Bogor Raya, Bogor"
5273,7.09E+11,24,DESAIN INTERIOR,52.2,96,0,2.92,31416001,"SMA Xaverius 1, Palembang"
5274,1.00E+12,34,TEKNOLOGI PANGAN,52.3,96,0,3.58,3920003,"SMA Sedes Sapientiae, Jambu"
5275,9.73E+11,33,TEKNIK INDUSTRI,53.05,96,0,2.79,31416009,"SMA Kusuma Bangsa, Palembang"
5276,3.28E+11,11,MANAJEMEN,53.3,96,0,2.24,31853006,"SMA Karang Turi, Semarang"
5277,1.00E+12,34,TEKNOLOGI PANGAN,54,96,0,3.93,31743861,"SMA Sang Timur, Kebon Jeruk"
5284,3.28E+11,11,MANAJEMEN,37.6,97,0,2.79,31714655,"SMA Don Bosco Seruni, Pondok Indah"
5285,1.21E+12,41,ILMU KOMUNIKASI,38.65,97,0,2.15,31714655,"SMA Don Bosco Seruni, Pondok Indah"
5286,6.80E+11,23,DESAIN KOMUNIKASI VISUAL,39.4,97,0,3.33,31753841,"SMA Chandra Kusuma, Kapuk Muara"
5287,6.80E+11,23,DESAIN KOMUNIKASI VISUAL,39.7,97,0,3.28,33320066,"UPH College, Karawaci"
5288,3.55E+12,121,PSIKOLOGI,41,97,0,2.68,24420003,"SMA Dian Harapan, Makasar"
5289,3.57E+11,12,AKUNTANSI,42,97,0,3.25,31753889,"SMA St. Yakobus, Pengangsaan"
5290,1.50E+12,51,ILMU HUKUM,42.3,97,0,2.07,220002,"SMA Islam Al-Izhar, Pondok Labu"
5291,2.97E+12,101,PENDIDIKAN BAHASA INGGRIS,42.3,97,0,2.79,33310003,"SMAN 6, Tangerang"
5292,3.28E+11,11,MANAJEMEN,42.75,97,0,2.9,520012,"SMA Dian Kasih, Jakarta Barat"
5293,2.09E+12,71,PENDIDIKAN DOKTER,43,97,0,3.33,33320066,"UPH College, Karawaci"
5294,3.28E+11,11,MANAJEMEN,43.1,97,0,2.97,31743838,"SMA St. Kristoforus, Jelambar"
5295,3.28E+11,11,MANAJEMEN,43.6,97,0,2.59,4220001,"SMA Bruderan, Purwokerto"
5296,2.38E+12,81,SISTEM INFORMASI,43.9,97,0,2.95,31840024,"SMA Stella Maris, BSD Serpong"
5297,3.28E+11,11,MANAJEMEN,44,97,0,2.91,33320057,"SMA Bina Nusantara, Serpong"
5298,1.50E+12,51,ILMU HUKUM,44,97,0,2.45,33320066,"UPH College, Karawaci"
5299,6.80E+11,23,DESAIN KOMUNIKASI VISUAL,44.35,97,0,2.33,31710037,"SMAN 6, Kebayoran Baru"
5300,3.28E+11,11,MANAJEMEN,44.35,97,0,1.62,33320007,"SMA Islam Al-Azhar, BSD Serpong"
5301,7.09E+11,24,DESAIN INTERIOR,44.45,97,0,2.23,1320001,"SMA Dian Harapan, Cikarang"
5302,3.32E+12,113,BIOLOGI,44.5,97,0,3.15,33320066,"UPH College, Karawaci"
5303,1.79E+12,61,SENI MUSIK,44.55,97,0,2.98,220012,Home Schooling Kak Seto
5304,7.09E+11,24,DESAIN INTERIOR,44.6,97,0,2.42,31754091,"SMA Tarakanita 2, Pluit"
5305,6.21E+11,21,TEKNIK SIPIL,44.61,97,0,2.12,31753834,"SMA Stella Maris, Pejagalan"
5306,3.57E+11,12,AKUNTANSI,44.7,97,0,2.74,31714244,"SMA Pangudi Luhur, Kebayoran Baru"
5307,3.28E+11,11,MANAJEMEN,45.1,97,0,2.91,19820001,"SMA Amkur, Sambas"
5308,6.80E+11,23,DESAIN KOMUNIKASI VISUAL,45.1,97,0,3.4,520017,"SMA Dian Harapan, Daan Mogot, Jakarta Barat"
5309,3.28E+11,11,MANAJEMEN,45.4,97,0,2.86,31415002,"SMA Xaverius, Jambi"
5310,9.73E+11,33,TEKNIK INDUSTRI,45.4,97,0,2.97,31840005,"SMA St. Laurensia , Tangerang"
5311,9.73E+11,33,TEKNIK INDUSTRI,45.8,97,0,2.62,31841004,"SMA Pelita Harapan, Sentul"
5312,2.44E+12,83,SISTEM KOMPUTER,46.1,97,0,3.16,33320066,"UPH College, Karawaci"
5313,3.28E+11,11,MANAJEMEN,46.45,97,0,2.61,220019,PKBM Negeri 27
5314,3.28E+11,11,MANAJEMEN,46.7,97,0,2.43,33320020,"SMA Budi Luhur, Tangerang"
5315,1.50E+12,51,ILMU HUKUM,47.2,97,0,2.82,31714656,"SMA Bhakti Mulya, Lebak Bulus"
5316,1.50E+12,51,ILMU HUKUM,47.6,97,0,3.23,31840012,"SMA Islam Village, Tangerang"
5317,3.28E+11,11,MANAJEMEN,47.7,97,0,3.07,31840001,"SMA Tarsisius Vireta, Tangerang"
5318,3.57E+11,12,AKUNTANSI,47.8,97,0,2.71,33320066,"UPH College, Karawaci"
5319,1.21E+12,41,ILMU KOMUNIKASI,47.8,97,0,3.29,33320070,"PKBM Karlina, Curug, Tangerang"
5320,2.09E+12,71,PENDIDIKAN DOKTER,47.9,97,0,3.43,33320066,"UPH College, Karawaci"
5321,3.55E+12,121,PSIKOLOGI,48.05,97,0,3.1,220012,Home Schooling Kak Seto
5322,3.57E+11,12,AKUNTANSI,48.1,97,0,3.04,31753787,"SMA Jubele, Sunter Agung"
5323,1.50E+12,51,ILMU HUKUM,48.6,97,0,2.89,31862006,"SMAN 1, Malang"
5324,1.27E+12,43,HUBUNGAN INTERNASIONAL,49,97,0,3.62,31724416,"SMA Don Bosco 2, Pulo Mas"
5325,1.50E+12,51,ILMU HUKUM,49.8,97,0,3.22,33310024,"SMAN 14, Tangerang"
5326,6.50E+11,22,ARSITEKTUR,50.2,97,0,2.71,31872003,"SMA St. Petrus, Pontianak"
5327,1.27E+12,43,HUBUNGAN INTERNASIONAL,50.3,97,0,3.36,33320061,"SMA Pahoa, Gading Serpong"
5328,3.28E+11,11,MANAJEMEN,50.4,97,0,2.94,16220005,"SMA Mondial, Batam"
5329,1.50E+12,51,ILMU HUKUM,50.5,97,0,2.96,23220003,"SMA Lokon St. Nicolaus, Tomohon, Manado"
5330,9.73E+11,33,TEKNIK INDUSTRI,50.75,97,0,2.95,19120002,"SMA Kristen 1, Metro - Bandar Lampung"
5331,6.50E+11,22,ARSITEKTUR,51,97,0,2.98,31872003,"SMA St. Petrus, Pontianak"
5332,6.80E+11,23,DESAIN KOMUNIKASI VISUAL,52.1,97,0,3.57,33320027,"SMA Citra Kasih, Cimone, Tangerang"
5333,3.28E+11,11,MANAJEMEN,52.3,97,0,3.68,31853006,"SMA Karang Turi, Semarang"
5334,3.28E+11,11,MANAJEMEN,53,97,0,2.7,31412001,"SMA St.Thomas 1, Medan"
5335,3.28E+11,11,MANAJEMEN,53,97,0,2.83,320015,"Springfield International Curriculum, Depok"
5336,1.27E+12,43,HUBUNGAN INTERNASIONAL,53.1,97,0,3.82,31743819,"SMA Ipeka Puri, Kembangan Selatan"
5337,3.57E+11,12,AKUNTANSI,54.2,97,0,3.21,33530001,SMA LUAR NEGERI
5343,3.28E+11,11,MANAJEMEN,33.45,98,0,2.54,33320019,"SMA Global Jaya, Tangerang"
5344,1.21E+12,41,ILMU KOMUNIKASI,36.1,98,0,3.22,33320067,"SMK Bonavita, Tangerang"
5345,3.28E+11,11,MANAJEMEN,38.4,98,0,2.78,1320017,"SMA Mahanaim, Bekasi"
5346,3.28E+11,11,MANAJEMEN,39.35,98,0,2.73,31754091,"SMA Tarakanita 2, Pluit"
5347,1.00E+12,34,TEKNOLOGI PANGAN,40.55,98,0,3.79,33320066,"UPH College, Karawaci"
5348,3.28E+11,11,MANAJEMEN,40.95,98,0,2.95,420027,"SMA Kristen Calvin, Jakarta Pusat"
5349,1.79E+12,61,SENI MUSIK,41.3,98,0,2.22,31841004,"SMA Pelita Harapan, Sentul"
5350,2.41E+12,82,TEKNIK INFORMATIKA,42,98,0,3.35,33320066,"UPH College, Karawaci"
5351,1.50E+12,51,ILMU HUKUM,42.2,98,0,2.55,31743858,"SMAK 4 BPK Penabur, Kedoya"
5352,6.50E+11,22,ARSITEKTUR,42.65,98,0,2.64,31744065,"SMA Bunda Hati Kudus, Jelambar"
5353,3.28E+11,11,MANAJEMEN,42.65,98,0,2.63,34210001,"PKBM Ki Hajar Dewantara, Batu, Ja-Tim"
5354,3.28E+11,11,MANAJEMEN,43.1,98,0,2.88,31872003,"SMA St. Petrus, Pontianak"
5355,1.27E+12,43,HUBUNGAN INTERNASIONAL,43.45,98,0,2.4,220002,"SMA Islam Al-Izhar, Pondok Labu"
5356,3.28E+11,11,MANAJEMEN,44.1,98,0,2.52,31740011,"SMAN 78, Kemanggisan"
5357,9.73E+11,33,TEKNIK INDUSTRI,44.7,98,0,2.78,520001,"SMA St. Kristoforus 2, Perum Taman Lestari"
5358,3.55E+12,121,PSIKOLOGI,44.9,98,0,1.96,31876005,"SMAN 1, Manado"
5359,1.21E+12,41,ILMU KOMUNIKASI,45.1,98,0,2.8,520017,"SMA Dian Harapan, Daan Mogot, Jakarta Barat"
5360,1.50E+12,51,ILMU HUKUM,45.7,98,0,2.69,33320052,"SMA Pramita, Tangerang"
5361,9.73E+11,33,TEKNIK INDUSTRI,45.9,98,0,2.72,33320006,"SMA Perguruan Buddhi, Tangerang"
5362,2.09E+12,71,PENDIDIKAN DOKTER,45.9,98,0,2.58,33320007,"SMA Islam Al-Azhar, BSD Serpong"
5363,1.50E+12,51,ILMU HUKUM,46.1,98,0,3.64,31855005,"SMA Kristen Satyawacana, Salatiga"
5364,3.28E+11,11,MANAJEMEN,46.3,98,0,3.05,31720136,"SMAN 36, Rawamangun"
5365,1.50E+12,51,ILMU HUKUM,46.6,98,0,2.81,31710142,"SMAN 66, Pondok Labu"
5366,3.28E+11,11,MANAJEMEN,47.2,98,0,2.82,31713902,"SMA Tirta Marta, Pondok Indah"
5367,9.73E+11,33,TEKNIK INDUSTRI,47.4,98,0,2.84,31743857,"SMA Katolik Abdi Siswa, Duri Kepa"
5368,1.50E+12,51,ILMU HUKUM,47.6,98,0,3.16,31743845,"SMA Yadika I, Tanjung Duren Utara"
5369,1.21E+12,41,ILMU KOMUNIKASI,47.8,98,0,2.97,19620003,"SMA Santo Ignasius, Singkawang"
5370,1.21E+12,41,ILMU KOMUNIKASI,48,98,0,3.06,31840022,"SMA Pembangunan Jaya, Tangerang"
5371,3.32E+12,113,BIOLOGI,48.15,98,0,3.28,31840004,"SMA St. Ursula 2, Tangerang"
5372,1.50E+12,51,ILMU HUKUM,48.4,98,0,3.24,31753832,"SMA Methodist, Pejagalan"
5373,2.41E+12,82,TEKNIK INFORMATIKA,48.4,98,0,2.94,31841006,"SMA Kesatuan, Bogor"
5374,3.28E+11,11,MANAJEMEN,48.6,98,0,3.01,31840001,"SMA Tarsisius Vireta, Tangerang"
5375,3.28E+11,11,MANAJEMEN,48.6,98,0,3.2,33320066,"UPH College, Karawaci"
5376,3.28E+11,11,MANAJEMEN,49.2,98,0,3.4,31840005,"SMA St. Laurensia , Tangerang"
5377,3.57E+11,12,AKUNTANSI,49.3,98,0,2.97,31871001,"SMA Mahatma Gandhi, Bali"
5378,3.57E+11,12,AKUNTANSI,49.6,98,0,3.15,33320004,"SMA Harapan Bangsa, Tangerang"
5379,3.28E+11,11,MANAJEMEN,49.6,98,0,2.72,7820014,"SMA Cita Hati, Surabaya"
5380,2.38E+12,81,SISTEM INFORMASI,49.8,98,0,2.94,31220001,"SMA YPPK AGUSTINUS, Sorong"
5381,1.27E+12,43,HUBUNGAN INTERNASIONAL,49.8,98,0,3.06,720018,"SMA Terpadu Krida Nusantara, Bandung"
5382,3.28E+11,11,MANAJEMEN,50,98,0,2.9,31845001,"SMA Mardiyuana, Sukabumi"
5383,1.00E+12,34,TEKNOLOGI PANGAN,50.15,98,0,2.78,33320061,"SMA Pahoa, Gading Serpong"
5384,3.55E+12,121,PSIKOLOGI,50.35,98,0,2.82,33320007,"SMA Islam Al-Azhar, BSD Serpong"
5385,9.73E+11,33,TEKNIK INDUSTRI,50.8,98,0,2.82,31418008,"SMA Fransiskus, Lampung"
5386,2.09E+12,71,PENDIDIKAN DOKTER,51.58,98,0,2.87,220004,"SMA Bina Gama, Kebayoran Lama"
5387,1.27E+12,43,HUBUNGAN INTERNASIONAL,51.6,98,0,3.42,31876003,"SMA Eben Haezer, Manado"
5388,1.79E+12,61,SENI MUSIK,51.65,98,0,3.64,12820006,"SMA Methodist, Pematang Siantar"
5389,3.55E+12,121,PSIKOLOGI,52.1,98,0,2.51,1210001,"SMAN 5, Tasikmalaya"
5390,9.73E+11,33,TEKNIK INDUSTRI,52.1,98,0,3.07,31416009,"SMA Kusuma Bangsa, Palembang"
5391,1.27E+12,43,HUBUNGAN INTERNASIONAL,52.85,98,0,2.8,1820005,"PKBM Wijaya Kusuma, Cigudeg"
5392,6.80E+11,23,DESAIN KOMUNIKASI VISUAL,52.9,98,0,3.5,31724423,"SMAK 7 BPK Penabur, Cipinang"
5393,1.50E+12,51,ILMU HUKUM,53,98,0,3.31,22610001,"SMAN 1, Balikpapan"
5394,6.80E+11,23,DESAIN KOMUNIKASI VISUAL,53.25,98,0,3.53,31871001,"SMA Mahatma Gandhi, Bali"
5395,1.50E+12,51,ILMU HUKUM,53.5,98,0,2.73,420017,"PKBM Ristek Nusantara, Cempaka Putih"
5396,3.57E+11,12,AKUNTANSI,54.2,98,0,3.05,31416009,"SMA Kusuma Bangsa, Palembang"
5397,3.32E+12,113,BIOLOGI,55.25,98,0,3.86,31853001,"SMA Sades Sapintie, Semarang"
5398,3.32E+12,113,BIOLOGI,55.4,98,0,3.91,31840010,"SMAN 2, Tangerang"
